timestamp,cycle,candle_key,event,elapsed_sec,note
2026-06-23 05:01:28.324,1,2026-06-23 10:30,CYCLE_START,0.0,
2026-06-23 05:01:47.470,1,2026-06-23 10:30,BATCH_PREDICTION,19.145,"symbols=['GAIL', 'CONCOR']"
2026-06-23 05:01:47.510,1,2026-06-23 10:30,TREND_REDIS_GET,0.001,GAIL|MISS
2026-06-23 05:01:47.511,1,2026-06-23 10:30,TREND_REDIS_GET,0.001,CONCOR|MISS
2026-06-23 05:01:47.511,1,2026-06-23 10:30,TREND_TOTAL,0.002,CONCOR
2026-06-23 05:01:48.458,1,2026-06-23 10:30,BROKER_POS_FETCH,0.946,positions=0
2026-06-23 05:01:48.488,1,2026-06-23 10:30,fetch_Price_total_time,0.025,fetch_price_total_time=0.024964570999145508
2026-06-23 05:01:48.491,1,2026-06-23 10:30,ANALYZE_SIGNALS,0.033,symbols=2
2026-06-23 05:01:48.491,1,2026-06-23 10:30,symbol lock timing ,0.0,CONCOR
2026-06-23 05:01:48.492,1,2026-06-23 10:30,CAN_RESERVE_EXPOSURE,0.0,CONCOR
2026-06-23 05:01:48.492,1,2026-06-23 10:30,RESERVE_EXPOSURE,0.0,CONCOR
2026-06-23 05:01:48.493,1,2026-06-23 10:30,PARALLEL_ORDER_EXEC,0.001,orders=1
2026-06-23 05:01:48.494,1,2026-06-23 10:30,fetch_Price_total_time,0.0,fetch_price_total_time=3.5762786865234375e-05
2026-06-23 05:01:48.495,1,2026-06-23 10:30,FETCH_LTP,0.0,symbols=1
2026-06-23 05:01:48.496,1,2026-06-23 10:30,PNL_CALC,0.0,CONCOR
2026-06-23 05:01:48.496,1,2026-06-23 10:30,HOLD_LOOP_PER_SYMBOL,0.0,CONCOR
2026-06-23 05:01:48.496,1,2026-06-23 10:30,PNL_CALC,0.0,GAIL
2026-06-23 05:01:48.496,1,2026-06-23 10:30,HOLD_LOOP_PER_SYMBOL,0.0,GAIL
2026-06-23 05:01:48.496,1,2026-06-23 10:30,PNL_PER_SYMBOL,0.0,CONCOR
2026-06-23 05:01:48.496,1,2026-06-23 10:30,PNL_PER_SYMBOL,0.0,GAIL
2026-06-23 05:01:48.496,1,2026-06-23 10:30,PNL_LOOP_TOTAL,0.0,
2026-06-23 05:01:49.650,1,2026-06-23 10:30,UI_SNAPSHOT_TOTAL,1.153,
2026-06-23 05:01:49.650,1,2026-06-23 10:30,CYCLE_TOTAL,21.326,cycle=1
2026-06-23 05:01:49.650,1,2026-06-23 10:30,time after analyse after second broker api call,1.159,time analysis of delay
2026-06-23 05:16:00.746,2,2026-06-23 10:45,CYCLE_START,0.0,
2026-06-23 05:16:18.679,2,2026-06-23 10:45,BATCH_PREDICTION,17.932,"symbols=['GAIL', 'CONCOR']"
2026-06-23 05:16:18.704,2,2026-06-23 10:45,TREND_REDIS_GET,0.001,GAIL|MISS
2026-06-23 05:16:18.705,2,2026-06-23 10:45,TREND_REDIS_GET,0.001,CONCOR|MISS
2026-06-23 05:16:18.705,2,2026-06-23 10:45,TREND_TOTAL,0.002,CONCOR
2026-06-23 05:16:19.619,2,2026-06-23 10:45,BROKER_POS_FETCH,0.913,positions=0
2026-06-23 05:16:19.623,2,2026-06-23 10:45,fetch_Price_total_time,0.0,fetch_price_total_time=3.6716461181640625e-05
2026-06-23 05:16:20.333,2,2026-06-23 10:45,fetch_Price_total_time,0.707,fetch_price_total_time=0.7071588039398193
