timestamp,cycle,candle_key,event,elapsed_sec,note
2026-08-14 05:00:25.550,1,2026-08-14 10:30,CYCLE_START,0.0,
2026-08-14 05:00:38.022,1,2026-08-14 10:30,BATCH_PREDICTION,12.47,"symbols=['GAIL', 'AMBUJACEM']"
2026-08-14 05:00:38.671,1,2026-08-14 10:30,BATCH_PREDICTION,13.12,"symbols=['ADANIPOWER', 'AXISBANK', 'DIVISLAB']"
2026-08-14 05:00:38.703,1,2026-08-14 10:30,TREND_REDIS_GET,0.001,ADANIPOWER|MISS
2026-08-14 05:00:38.704,1,2026-08-14 10:30,TREND_REDIS_GET,0.001,AXISBANK|MISS
2026-08-14 05:00:38.704,1,2026-08-14 10:30,TREND_REDIS_GET,0.001,DIVISLAB|MISS
2026-08-14 05:00:38.705,1,2026-08-14 10:30,TREND_REDIS_GET,0.001,GAIL|MISS
2026-08-14 05:00:38.706,1,2026-08-14 10:30,TREND_REDIS_GET,0.001,AMBUJACEM|MISS
2026-08-14 05:00:38.706,1,2026-08-14 10:30,TREND_TOTAL,0.004,AMBUJACEM
2026-08-14 05:00:38.706,1,2026-08-14 10:30,BROKER_POS_FETCH,0.0,positions=0
2026-08-14 05:00:38.720,1,2026-08-14 10:30,ANALYZE_SIGNALS,0.014,symbols=5
2026-08-14 05:00:38.721,1,2026-08-14 10:30,symbol lock timing ,0.0,ADANIPOWER
2026-08-14 05:00:38.721,1,2026-08-14 10:30,CAN_RESERVE_EXPOSURE,0.0,ADANIPOWER
2026-08-14 05:00:38.721,1,2026-08-14 10:30,RESERVE_EXPOSURE,0.0,ADANIPOWER
2026-08-14 05:00:38.721,1,2026-08-14 10:30,symbol lock timing ,0.0,DIVISLAB
2026-08-14 05:00:38.721,1,2026-08-14 10:30,CAN_RESERVE_EXPOSURE,0.0,DIVISLAB
2026-08-14 05:00:38.721,1,2026-08-14 10:30,RESERVE_EXPOSURE,0.0,DIVISLAB
