timestamp,cycle,candle_key,event,elapsed_sec,note
2026-08-11 08:50:31.655,1,2026-08-11 14:20,CYCLE_START,0.0,
2026-08-11 08:50:36.111,1,2026-08-11 14:20,BATCH_PREDICTION,4.454,symbols=['ITC']
2026-08-11 08:50:36.161,1,2026-08-11 14:20,TREND_REDIS_GET,0.001,ITC|MISS
2026-08-11 08:50:36.162,1,2026-08-11 14:20,TREND_TOTAL,0.001,ITC
2026-08-11 08:50:36.899,1,2026-08-11 14:20,BROKER_POS_FETCH,0.737,positions=0
2026-08-11 08:50:36.905,1,2026-08-11 14:20,ANALYZE_SIGNALS,0.006,symbols=1
2026-08-11 08:50:36.905,1,2026-08-11 14:20,symbol lock timing ,0.0,ITC
2026-08-11 08:50:36.905,1,2026-08-11 14:20,CAN_RESERVE_EXPOSURE,0.0,ITC
2026-08-11 08:50:36.905,1,2026-08-11 14:20,RESERVE_EXPOSURE,0.0,ITC
2026-08-11 08:50:37.687,1,2026-08-11 14:20,PARALLEL_ORDER_EXEC,0.782,orders=1
2026-08-11 08:50:37.689,1,2026-08-11 14:20,FETCH_LTP,0.0,symbols=1
2026-08-11 08:50:37.689,1,2026-08-11 14:20,RESULT_LTP_FETCH,0.0,ITC
2026-08-11 08:50:37.691,1,2026-08-11 14:20,LOG_TRADE_TIME,0.002,ITC
2026-08-11 08:50:37.691,1,2026-08-11 14:20,RESULT_PROCESS_TOTAL,0.002,ITC
2026-08-11 08:50:37.691,1,2026-08-11 14:20,PNL_CALC,0.0,ITC
2026-08-11 08:50:37.692,1,2026-08-11 14:20,HOLD_LOOP_PER_SYMBOL,0.0,ITC
2026-08-11 08:50:37.692,1,2026-08-11 14:20,PNL_PER_SYMBOL,0.0,ITC
2026-08-11 08:50:37.692,1,2026-08-11 14:20,PNL_LOOP_TOTAL,0.0,
2026-08-11 08:50:38.840,1,2026-08-11 14:20,UI_SNAPSHOT_TOTAL,1.148,
2026-08-11 08:50:38.840,1,2026-08-11 14:20,CYCLE_TOTAL,7.185,cycle=1
2026-08-11 08:50:38.841,1,2026-08-11 14:20,time after analyse after second broker api call,1.936,time analysis of delay
2026-08-11 08:50:42.184,1,2026-08-11 14:20,RECONCILE_CYCLE_TOTAL,3.528,pending_syms=1
2026-08-11 08:56:00.877,2,2026-08-11 14:25,CYCLE_START,0.0,
2026-08-11 08:56:05.076,2,2026-08-11 14:25,BATCH_PREDICTION,4.198,symbols=['ITC']
2026-08-11 08:56:05.105,2,2026-08-11 14:25,TREND_REDIS_GET,0.001,ITC|MISS
2026-08-11 08:56:05.105,2,2026-08-11 14:25,TREND_TOTAL,0.001,ITC
2026-08-11 08:56:05.862,2,2026-08-11 14:25,BROKER_POS_FETCH,0.757,positions=1
2026-08-11 08:56:05.866,2,2026-08-11 14:25,ANALYZE_SIGNALS,0.004,symbols=1
2026-08-11 08:56:05.866,2,2026-08-11 14:25,symbol lock timing ,0.0,ITC
2026-08-11 08:56:05.866,2,2026-08-11 14:25,CAN_RESERVE_EXPOSURE,0.0,ITC
2026-08-11 08:56:05.866,2,2026-08-11 14:25,RESERVE_EXPOSURE,0.0,ITC
2026-08-11 08:56:05.866,2,2026-08-11 14:25,SYMBOL_LOOP_TOTAL,0.0,ITC
2026-08-11 08:56:06.619,2,2026-08-11 14:25,PARALLEL_ORDER_EXEC,0.752,orders=1
2026-08-11 08:56:06.620,2,2026-08-11 14:25,FETCH_LTP,0.0,symbols=1
2026-08-11 08:56:06.621,2,2026-08-11 14:25,RESULT_LTP_FETCH,0.0,ITC
2026-08-11 08:56:06.621,2,2026-08-11 14:25,LOG_TRADE_TIME,0.0,ITC
2026-08-11 08:56:06.621,2,2026-08-11 14:25,RESULT_PROCESS_TOTAL,0.0,ITC
2026-08-11 08:56:06.621,2,2026-08-11 14:25,PNL_CALC,0.0,ITC
2026-08-11 08:56:06.621,2,2026-08-11 14:25,HOLD_LOOP_PER_SYMBOL,0.0,ITC
2026-08-11 08:56:06.622,2,2026-08-11 14:25,PNL_PER_SYMBOL,0.0,ITC
2026-08-11 08:56:06.622,2,2026-08-11 14:25,PNL_LOOP_TOTAL,0.0,
2026-08-11 08:56:06.809,2,2026-08-11 14:25,UI_SNAPSHOT_TOTAL,0.187,
2026-08-11 08:56:06.809,2,2026-08-11 14:25,CYCLE_TOTAL,5.932,cycle=2
2026-08-11 08:56:06.810,2,2026-08-11 14:25,time after analyse after second broker api call,0.943,time analysis of delay
2026-08-11 08:56:10.772,2,2026-08-11 14:25,RECONCILE_CYCLE_TOTAL,3.546,pending_syms=1
2026-08-11 08:56:34.280,2,2026-08-11 14:25,RECONCILE_CYCLE_TOTAL,3.505,pending_syms=1
